_id,year,month,idgeo,isoalpha3,source,indicator,area,quintile,sex,education_level,age,ethnicity,value,se,cv,sample,language,collection_en,collection_es,theme_en,theme_es,disability,migration,management,funding
27659,2015,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.666726562927559,0.031833662062485,0.047746203365147,16761.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
27952,2016,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.665700129773409,0.03150313596335,0.047323313537694,16737.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28244,2017,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.681771197221723,0.031424587905509,0.04609257186805,15298.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28537,2018,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.685233443085013,0.031173137395426,0.04549272617968,15372.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
28829,2019,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.685512172739444,0.031080702075108,0.045339387557341,15176.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29121,2020,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.673526135934562,0.032296282551525,0.047951045740358,10234.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29413,2021,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.671835893148457,0.031245859605788,0.046508172493374,13801.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29703,2022,NA,country,CRI,CRI-ENAHO,formalidad_1,Total,Total,Total,Total,Total,Total,0.71807971875963,0.030221697591247,0.042086827968698,13077.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
29977,2005,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.219057498473392,0.022712757870643,0.103684000908108,11208.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30251,2006,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.25756122388487,0.023515691532284,0.091301365856204,10849.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30527,2007,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.307019262708056,0.024369468155714,0.079374394755442,10878.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
30803,2008,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.327744308813205,0.024518986500138,0.074811326515245,11113.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31078,2009,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.32141910017027,0.024507915183866,0.076249094004938,10884.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31353,2010,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.334907528660129,0.024235821191519,0.072365710285702,10972.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31627,2011,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.320514203801039,0.023458678018313,0.073190759536121,11116.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
31900,2012,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.326854880953558,0.023316139812707,0.071334837481041,10951.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
32175,2013,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.33238881315338,0.023186359765567,0.069756739240402,11189.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
32450,2014,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.366687471058407,0.023316595673126,0.063587107587354,10905.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
32725,2015,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.381136486528032,0.023091102684434,0.060584865266462,10707.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
33001,2016,NA,country,DOM,DOM-ENFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.397041144879997,0.023143667104163,0.05829034950813,10584.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
33271,2017,NA,country,DOM,DOM-ENCFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.398743903501057,0.023386731230651,0.058651006386079,8730.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
33541,2018,NA,country,DOM,DOM-ENCFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.411657803929507,0.022982354854411,0.055828784575518,8976.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
33814,2019,NA,country,DOM,DOM-ENCFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.438784848785713,0.022950052545595,0.052303657724524,9399.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
34083,2020,NA,country,DOM,DOM-ENCFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.411779686097157,0.023323057148288,0.056639649637269,7348.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
34356,2021,NA,country,DOM,DOM-ENCFT,formalidad_1,Total,Total,Total,Total,Total,Total,0.397139128615084,0.022533010111665,0.056738327926143,8677.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
34689,2003,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.187787745643136,0.016993776701501,0.090494598799833,32709.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
35018,2004,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.180442469782443,0.016141577672208,0.089455535006085,35065.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
35351,2005,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.185520716178873,0.016323534602537,0.087987664875109,32052.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
35681,2006,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.187070953879658,0.016143953137778,0.086298555724278,33334.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
36012,2007,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.191340389541516,0.016342638466586,0.085411336862782,32022.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
36341,2008,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.207441397356683,0.016818694691157,0.081076848235061,31820.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
36674,2009,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.223434982091978,0.017106771664668,0.076562638063659,32171.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
37007,2010,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.26153256889137,0.018171644639937,0.069481383205794,33080.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
37340,2011,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.299029411120785,0.01876832582157,0.062764146681173,27737.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
37679,2012,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.314795215297224,0.018907857012099,0.060063991106875,29345.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
38017,2013,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.324430729456533,0.018502883155083,0.057031845244985,32077.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
38356,2014,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.341313246527572,0.018288042391938,0.053581402356912,48503.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
38695,2015,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.336670984545873,0.017896445363439,0.053157076745356,47763.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
39034,2016,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.306965624426337,0.017071460314374,0.055613589783146,50085.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
39373,2017,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.387221491130159,0.017746949424534,0.045831519765954,49409.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
39712,2018,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.38263162241399,0.017915765079457,0.0468224893866,26385.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
40051,2019,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.360130774778331,0.017625109111435,0.048940858004382,26433.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
40388,2020,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.309340771020036,0.016972167161395,0.054865600500801,13896.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
40721,2021,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.303891075460917,0.016316768336615,0.053692818428009,14270.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
41048,2022,NA,country,ECU,ECU-ENEMDU,formalidad_1,Total,Total,Total,Total,Total,Total,0.315442841151793,0.016764662088201,0.053146433841982,13302.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
41323,2003,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.208977518376638,0.02065992529191,0.098861951526648,4560.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
41627,2004,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.205920493167124,0.020786106957615,0.100942391104053,20795.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
41878,2006,NA,country,GTM,GTM-ENCOVI,formalidad_1,Total,Total,Total,Total,Total,Total,0.237693507137493,0.021196342773583,0.089175102125623,20519.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
42129,2010,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.202135139090114,0.018981820881529,0.093906586291593,5741.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
42418,2011,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.189892123194263,0.017840672771421,0.093951620906201,5944.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
42699,2012,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.191247191608405,0.017289513739899,0.090404013750439,6163.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
42974,2013,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.194133751077939,0.01716292887621,0.088407753834207,6309.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
43238,2014,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.220613740009024,0.016988895519069,0.077007422649079,6557.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
43511,2015,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.204952786956515,0.016258129207228,0.07932621677732,9209.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
43787,2016,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.201373561251625,0.016131279483378,0.080106243258129,9023.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
44062,2017,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.197562855565165,0.01586950811141,0.080326375451559,9048.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
44342,2018,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.19458042309876,0.015457549829759,0.079440416376899,8805.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
44620,2019,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.193476396178281,0.015387406580113,0.079531182532125,8544.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
44890,2021,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.17745058194558,0.014439884320467,0.081374116456238,10221.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
45199,2022,NA,country,GTM,GTM-ENEI,formalidad_1,Total,Total,Total,Total,Total,Total,0.180277422305516,0.014837531211575,0.082303879331212,8122.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
45467,2017,NA,country,GUY,GUY-LFS,formalidad_1,Total,Total,Total,Total,Total,Total,0.40839044751285,0.091675313331491,0.224479573138414,5277.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
45735,2018,NA,country,GUY,GUY-LFS,formalidad_1,Total,Total,Total,Total,Total,Total,0.376387032137033,0.093036738338837,0.247183697617309,4957.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
45999,2019,NA,country,GUY,GUY-LFS,formalidad_1,Total,Total,Total,Total,Total,Total,0.379900229810443,0.093791587060012,0.246884786320901,4683.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
46261,2021,NA,country,GUY,GUY-LFS,formalidad_1,Total,Total,Total,Total,Total,Total,0.370260781805036,0.090531253226238,0.244506730593758,4796.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
46513,2005,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.202229457311736,0.025835750016429,0.127754632583539,11794.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
46782,2006,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.193368157677904,0.0247319261658,0.127900717795512,34214.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
47047,2007,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.195716298445371,0.024466261266446,0.125008808468117,35174.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
47317,2008,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.205662373392956,0.024510551501986,0.119178589148899,35813.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
47581,2009,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.179698358486247,0.022502297034817,0.125222607620754,36386.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
47846,2010,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.178394285236889,0.021824965977469,0.122341172243761,12492.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
48114,2011,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.169682082116054,0.021347800293742,0.125810574855753,12237.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
48372,2012,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.153783111524401,0.020595828962383,0.133927768519075,12258.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
48629,2013,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.166715937308509,0.020491648345958,0.122913553897599,12794.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
48898,2014,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.203927422661205,0.021950526890427,0.107638916845894,9736.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
49163,2015,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.183024036508265,0.020689990280471,0.113045208024009,10859.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
49430,2016,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.19278207471547,0.020908708398355,0.108457741360104,11151.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
49687,2017,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.160315468360075,0.019262639365931,0.120154589965493,9659.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
49957,2018,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.172210118366338,0.019527288507394,0.113392225106394,10732.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
50219,2019,NA,country,HND,HND-EPHPM,formalidad_1,Total,Total,Total,Total,Total,Total,0.167563327922643,0.019747326285894,0.117849928923654,35455.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
50473,2012,NA,country,HTI,HTI-ECVMAS,formalidad_1,Total,Total,Total,Total,Total,Total,0.067832539803054,0.012473093780385,0.183880683468426,8913.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
50743,2004,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.359315419086479,0.00746176368239,0.02076661141167,37045.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
51013,2005,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.355695554263632,0.00735132647664,0.020667467975129,38071.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
51283,2006,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.349915316366434,0.007160441619074,0.020463355801138,35062.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
51553,2008,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.3377815689494,0.006940466855067,0.020547204149279,49571.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
51883,2010,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.331148709469268,0.006827040968482,0.020616239089152,44473.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
52213,2012,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.296401257582869,0.006322514111474,0.021330928765398,14641.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
52543,2014,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.313819154305329,0.006457987414022,0.020578691024509,31801.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
52873,2016,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.300135585681358,0.006169860895345,0.020556912241306,114709.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
53203,2018,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.314439760418405,0.006136100934514,0.019514392602097,121432.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
53533,2020,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.303969819382707,0.006038339365845,0.019864930597741,142973.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
53863,2022,NA,country,MEX,MEX-ENIGH,formalidad_1,Total,Total,Total,Total,Total,Total,0.320798007257895,0.00601432018524,0.018747997335297,143000.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
54133,2005,NA,country,NIC,NIC-EMNV,formalidad_1,Total,Total,Total,Total,Total,Total,0.188795934543393,0.027819021513378,0.147349685154288,13367.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
54403,2010,NA,country,NIC,NIC-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.174132356780553,0.023103421538361,0.132677360862215,14880.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
54673,2011,NA,country,NIC,NIC-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.176766015389205,0.022695584210216,0.128393368828532,15306.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
54939,2012,NA,country,NIC,NIC-ECH,formalidad_1,Total,Total,Total,Total,Total,Total,0.17755558345578,0.022058997883247,0.124237140020668,15573.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
55209,2014,NA,country,NIC,NIC-EMNV,formalidad_1,Total,Total,Total,Total,Total,Total,0.212535360866354,0.011036508348855,0.051927868867876,12911.0,Total,Household Socio-Economic Surveys,Encuestas socioeconómicas de los hogares,Employment and social security,Empleo y seguridad social,Total,Total,Total,Total
